code,name,最新价,昨收,涨跌幅%,成交量,成交额
601328,交通银行,7.1,7.07,0.42,115723590.0,820642837.0
601330,绿色动力,7.1,7.07,0.42,7632702.0,54083135.0
601333,广深铁路,3.02,2.98,1.34,74924119.0,224575006.0
601336,新华保险,59.8,60.59,-1.3,19173631.0,1148901469.0
601339,百隆东方,7.66,7.55,1.46,8202200.0,62270095.0
601360,三六零,9.3,8.72,6.65,235471844.0,2205186436.0
601366,利群股份,3.75,3.66,2.46,19570800.0,72947562.0
601368,绿城水务,4.57,4.56,0.22,4534100.0,20648707.0
601369,陕鼓动力,8.81,8.71,1.15,8471000.0,74189017.0
601375,中原证券,4.23,4.24,-0.24,52893800.0,222921366.0
601377,兴业证券,5.93,5.95,-0.34,55521089.0,328681676.0
601388,怡球资源,3.59,3.59,0.0,67466649.0,239669447.0
601390,中国中铁,4.45,4.41,0.91,95233574.0,420957662.0
601398,工商银行,7.86,7.82,0.51,239747473.0,1881891591.0
601399,国机重装,3.24,3.19,1.57,58956576.0,189556987.0
601456,国联民生,8.91,8.93,-0.22,15108819.0,134507160.0
601500,通用股份,4.01,3.95,1.52,27108014.0,107634528.0
601512,中新集团,7.97,7.9,0.89,3828500.0,30443010.0
601515,衢州东峰,3.5,3.55,-1.41,17310504.0,60844325.0
601518,吉林高速,2.83,2.79,1.43,19741817.0,55561851.0
601519,大智慧,8.9,8.82,0.91,76453997.0,685095633.0
601528,瑞丰银行,5.03,5.05,-0.4,8885005.0,44627095.0
601555,东吴证券,8.16,8.15,0.12,32133469.0,261917311.0
601566,九牧王,8.4,8.37,0.36,5048700.0,42408844.0
601567,三星电气,14.8,14.68,0.82,8627027.0,127345389.0
601568,北元化工,3.86,3.8,1.58,20582450.0,79058336.0
601577,长沙银行,9.56,9.45,1.16,18524173.0,177432990.0
601579,会稽山,19.33,20.09,-3.78,17723525.0,349148045.0
601588,北辰实业,1.76,1.75,0.57,32002901.0,56295916.0
601595,上海电影,16.66,16.66,0.0,2760588.0,46027409.0
601598,中国外运,6.87,6.66,3.15,21039740.0,143627861.0
601599,浙文影业,3.15,3.11,1.29,17109100.0,53550698.0
601600,中国铝业,9.82,9.65,1.76,189393105.0,1851476335.0
601601,中国太保,31.77,32.0,-0.72,33214005.0,1052124817.0
601606,长城军工,31.62,31.42,0.64,20070959.0,633000996.0
601607,上海医药,16.41,16.27,0.86,10335716.0,169410191.0
601608,中信重工,4.79,4.84,-1.03,29213775.0,139958323.0
601609,金田股份,12.98,13.35,-2.77,45706286.0,597568658.0
601611,中国核建,10.96,10.86,0.92,28262062.0,309751633.0
601615,明阳智能,10.6,10.85,-2.3,41723157.0,445744626.0
601616,广电电气,3.91,3.84,1.82,19658376.0,76553672.0
601618,中国中冶,2.65,2.62,1.15,87727201.0,231129626.0
601619,嘉泽新能,4.13,4.08,1.23,29268060.0,120220614.0
601628,中国人寿,38.27,38.61,-0.88,35446970.0,1360320866.0
601633,长城汽车,15.32,15.29,0.2,8034300.0,122823974.0
601636,旗滨集团,5.88,5.85,0.51,45209628.0,266378322.0
601658,邮储银行,4.99,5.0,-0.2,88976400.0,444056837.0
601665,齐鲁银行,6.59,6.55,0.61,45448065.0,298522012.0
601666,平煤股份,9.87,9.91,-0.4,24298240.0,239446930.0
601668,中国建筑,4.46,4.43,0.68,187609462.0,832412030.0
601669,中国电建,4.65,4.64,0.22,66376350.0,308030138.0
601677,明泰铝业,17.08,16.97,0.65,19997445.0,339313841.0
601678,滨化股份,6.81,6.48,5.09,245678482.0,1669588797.0
601686,友发集团,5.24,5.22,0.38,3533023.0,18477895.0
601688,华泰证券,19.41,19.3,0.57,57432316.0,1114302762.0
601689,拓普集团,47.09,47.43,-0.72,25103204.0,1185703662.0
601696,中银证券,12.08,12.19,-0.9,35349696.0,427870811.0
601698,中国卫通,24.04,24.33,-1.19,14523183.0,350795043.0
601699,潞安环能,17.1,17.31,-1.21,23678631.0,405370883.0
601700,风范股份,8.38,7.62,9.97,205142428.0,1622739432.0
601702,华峰铝业,16.15,15.88,1.7,11035030.0,177318397.0
601717,中创智领,15.05,15.08,-0.2,14941770.0,223941538.0
601718,ST际华,1.87,1.86,0.54,13053300.0,24491257.0
601727,上海电气,6.65,6.64,0.15,44838013.0,297237648.0
601728,中国电信,6.3,6.35,-0.79,91214067.0,573840203.0
601766,中国中车,6.2,6.21,-0.16,81246769.0,502915605.0
601777,千里科技,8.23,8.22,0.12,15165740.0,124808940.0
601778,晶科科技,3.71,3.73,-0.54,71491900.0,265104355.0
601788,XD光大证,14.76,14.55,1.44,34728058.0,511463899.0
601789,宁波建工,4.28,4.27,0.23,27589513.0,118259098.0
601798,蓝科高新,7.83,7.84,-0.13,7399900.0,57905088.0
601799,星宇股份,81.48,81.86,-0.46,4922753.0,404719489.0
601800,中国交建,5.98,5.95,0.5,21723766.0,129393785.0
601801,皖新传媒,5.15,5.08,1.38,21188478.0,108477363.0
601808,中海油服,12.85,12.58,2.15,26827798.0,343220887.0
601811,新华文轩,11.14,11.23,-0.8,4263426.0,47425151.0
601816,京沪高铁,4.86,4.85,0.21,111606440.0,540049536.0
601818,光大银行,3.03,3.04,-0.33,104700240.0,317403910.0
601825,沪农商行,8.83,9.04,-2.32,20994868.0,187241954.0
601827,三峰环境,8.15,8.2,-0.61,4984910.0,40605893.0
601828,美凯龙,2.21,2.18,1.38,39175279.0,86042034.0
601838,成都银行,18.71,18.76,-0.27,12132075.0,227054273.0
601857,中国石油,11.23,11.08,1.35,99283030.0,1110042827.0
601858,中国科传,21.93,22.15,-0.99,8494712.0,186490023.0
601860,紫金银行,2.54,2.55,-0.39,40837300.0,103891670.0
601865,福莱特,10.14,9.94,2.01,16347488.0,165026754.0
601866,中远海发,2.42,2.39,1.26,75274641.0,181135313.0
601868,中国能建,2.51,2.51,0.0,129114799.0,324280540.0
601869,长飞光纤,422.36,426.82,-1.04,21342189.0,9189036932.0
601872,招商轮船,18.98,18.62,1.93,86436224.0,1651491272.0
601877,正泰电器,25.74,25.74,0.0,16563207.0,426734256.0
601878,浙商证券,9.37,9.38,-0.11,23908275.0,223592916.0
601880,辽港股份,1.47,1.47,0.0,87807895.0,128765021.0
601881,中国银河,12.31,12.31,0.0,22764962.0,279534692.0
601882,海天精工,19.92,20.04,-0.6,4976924.0,99398922.0
601886,江河集团,12.91,13.32,-3.08,18098102.0,235427375.0
601888,中国中免,53.35,53.15,0.38,17962613.0,956708620.0
601890,亚星锚链,8.74,8.74,0.0,18964400.0,165941443.0
601898,中煤能源,15.36,14.95,2.74,51426714.0,777712225.0
601899,紫金矿业,34.65,34.57,0.23,199711535.0,6839817324.0
601900,南方传媒,11.58,11.58,0.0,4152800.0,48138115.0
601901,方正证券,6.92,6.91,0.14,36146662.0,249669980.0
601908,京运通,3.05,3.04,0.33,30620700.0,93317924.0
601916,浙商银行,2.89,2.89,0.0,110802147.0,319786175.0
601918,新集能源,10.88,10.75,1.21,35480110.0,384388557.0
601919,中远海控,16.88,17.11,-1.34,97776761.0,1656061104.0
601921,浙版传媒,7.41,7.28,1.79,7366800.0,54255289.0
601928,凤凰传媒,8.47,8.45,0.24,11172357.0,94943471.0
601929,吉视传媒,2.34,2.33,0.43,52877182.0,123512762.0
601933,永辉超市,3.15,3.13,0.64,115796840.0,363307315.0
601939,建设银行,10.69,10.57,1.14,90627745.0,961808005.0
601949,中国出版,5.22,5.16,1.16,7779700.0,40543939.0
601952,苏垦农发,9.4,9.18,2.4,39825367.0,371457184.0
601956,东贝集团,5.01,4.95,1.21,3848610.0,19223244.0
601958,金钼股份,23.15,23.39,-1.03,40966913.0,948813920.0
601963,重庆银行,11.01,11.0,0.09,8654900.0,94912179.0
601965,中国汽研,14.1,14.23,-0.91,4814700.0,67941889.0
601966,玲珑轮胎,11.19,11.08,0.99,6631743.0,73768084.0
601968,宝钢包装,4.62,4.56,1.32,11399153.0,52667745.0
601969,海南矿业,9.79,9.51,2.94,26599818.0,257783058.0
601975,招商南油,4.15,3.97,4.53,241990195.0,1000179876.0
601985,中国核电,8.92,8.9,0.22,70591306.0,628310471.0
601988,中国银行,6.19,6.14,0.81,228344020.0,1411406150.0
601990,南京证券,6.71,6.77,-0.89,22006913.0,147824462.0
601991,大唐发电,5.89,5.95,-1.01,152359130.0,899852761.0
601992,金隅集团,1.42,1.41,0.71,39169169.0,55221558.0
601995,中金公司,34.71,34.86,-0.43,19362620.0,673028545.0
601996,丰林集团,2.65,2.62,1.15,18174268.0,48097483.0
601997,贵阳银行,5.5,5.53,-0.54,41574897.0,228658130.0
601998,中信银行,8.72,8.66,0.69,57387747.0,500734434.0
601999,出版传媒,6.18,6.08,1.64,5878182.0,36153759.0
603000,人民网,16.42,16.41,0.06,11394411.0,187960827.0
603001,奥康国际,8.21,8.32,-1.32,8359500.0,69108022.0
603002,宏昌电子,17.67,16.91,4.49,129072070.0,2293956121.0
603004,鼎龙科技,19.1,19.32,-1.14,1939048.0,37314634.0
603005,晶方科技,30.2,30.83,-2.04,27055796.0,829244050.0
603006,联明股份,10.93,10.88,0.46,4487100.0,49100102.0
603007,顺景科技,5.37,4.88,10.04,78465200.0,413918513.0
603008,ST喜临门,8.4,8.39,0.12,6296500.0,52820169.0
603009,北特科技,46.09,46.91,-1.75,5312723.0,247089323.0
603010,万盛股份,12.16,11.63,4.56,13490400.0,164155573.0
603011,合锻智能,27.65,25.14,9.98,82006262.0,2204164216.0
603012,创力集团,10.07,9.34,7.82,58237483.0,578177014.0
603013,亚普股份,15.12,15.46,-2.2,6691723.0,101585046.0
603014,威高血净,32.02,32.1,-0.25,1262507.0,40561976.0
603015,弘讯科技,11.19,10.97,2.01,5648300.0,62801508.0
603016,新宏泰,31.69,28.81,10.0,3846800.0,118415842.0
603017,中衡设计,9.87,9.78,0.92,4293300.0,42085533.0
603018,华设集团,5.34,5.28,1.14,6403604.0,34066915.0
603019,中科曙光,85.82,86.54,-0.83,26450354.0,2286016919.0
603020,爱普股份,10.2,10.1,0.99,4658800.0,47608390.0
603021,*ST华鹏,5.51,5.41,1.85,3610700.0,19779414.0
603022,新通联,9.08,8.95,1.45,3241603.0,29290405.0
603023,威帝股份,4.28,4.31,-0.7,11027751.0,47669659.0
603025,大豪科技,13.73,13.84,-0.79,6877500.0,95065845.0
603026,石大胜华,63.59,63.0,0.94,5681921.0,361784467.0
603027,千禾味业,7.33,7.24,1.24,16347762.0,119155868.0
603028,赛福天,7.1,7.01,1.28,3357390.0,23818946.0
603029,天鹅股份,18.28,16.62,9.99,12627930.0,223641987.0
603030,全筑股份,2.13,2.1,1.43,26835300.0,56857396.0
603031,安孚科技,40.16,40.7,-1.33,6775423.0,274904046.0
603032,德新科技,19.65,19.86,-1.06,11086153.0,216703385.0
603033,三维股份,7.57,7.64,-0.92,10124027.0,78301793.0
603035,常熟汽饰,11.41,11.36,0.44,3441863.0,39266146.0
603036,如通股份,15.75,15.84,-0.57,6018700.0,95181419.0
603037,凯众股份,10.29,10.23,0.59,2502800.0,25815198.0
603038,华立股份,16.76,17.17,-2.39,8533700.0,144986427.0
603039,泛微网络,40.41,39.68,1.84,36858635.0,1489420394.0
603040,新坐标,50.11,52.45,-4.46,2754310.0,141870966.0
603041,美思德,11.3,11.15,1.35,1930020.0,21755274.0
603042,华脉科技,14.06,14.45,-2.7,7859260.0,111860788.0
603043,广州酒家,13.95,13.81,1.01,3438655.0,47612375.0
603045,福达合金,62.18,56.53,9.99,6203632.0,380340744.0
603048,浙江黎明,21.94,21.99,-0.23,1831400.0,40598578.0
603049,中策橡胶,50.38,50.11,0.54,2350946.0,118345904.0
603050,科林电气,17.9,17.89,0.06,2125264.0,38125837.0
603051,鹿山新材,21.15,20.88,1.29,3679302.0,78160792.0
603052,可川科技,58.23,58.79,-0.95,5439913.0,324126662.0
603053,成都燃气,8.81,8.73,0.92,1842000.0,16179154.0
603055,台华新材,9.49,9.3,2.04,21710541.0,204864396.0
603057,紫燕食品,20.43,21.44,-4.71,3192600.0,66084225.0
603058,永吉股份,9.38,9.27,1.19,5237124.0,48844374.0
603059,倍加洁,24.74,23.93,3.38,1664100.0,40721854.0
603060,国检集团,5.58,5.5,1.45,6234856.0,34704894.0
603061,金海通,337.46,356.9,-5.45,3643493.0,1258088691.0
603062,麦加芯彩,39.41,39.32,0.23,133900.0,5278434.0
603063,禾望电气,31.41,32.14,-2.27,16540088.0,527574339.0
603065,宿迁联盛,16.92,17.87,-5.32,34818100.0,604859142.0
603066,音飞储存,9.13,9.03,1.11,5511700.0,50177441.0
603067,振华股份,34.87,35.67,-2.24,21953891.0,781259889.0
603068,博通集成,35.74,36.45,-1.95,8117196.0,294854030.0
603069,海汽集团,13.28,13.12,1.22,2741500.0,36342492.0
603070,万控智造,11.76,11.65,0.94,1430500.0,16775260.0
603071,物产环能,12.67,12.66,0.08,2940300.0,37351536.0
603072,天和磁材,32.05,32.35,-0.93,1593353.0,51307884.0
603073,彩蝶实业,16.78,16.73,0.3,1062800.0,17782462.0
603075,热威股份,19.34,19.46,-0.62,2118751.0,41436354.0
603076,乐惠国际,20.61,20.77,-0.77,1677000.0,34534953.0
603077,和邦生物,2.44,2.4,1.67,268533997.0,649993037.0
603078,江化微,36.6,35.09,4.3,34542851.0,1259011112.0
603079,圣达生物,13.3,13.73,-3.13,13684592.0,182101474.0
603080,新疆火炬,19.78,19.65,0.66,1299899.0,25629437.0
603081,大丰实业,9.85,10.03,-1.79,4235700.0,41892901.0
603082,北自科技,44.61,40.55,10.01,6956718.0,304034128.0
603083,剑桥科技,192.31,198.21,-2.98,23439402.0,4613964809.0
603085,天成自控,9.95,9.93,0.2,5137600.0,51333999.0
603086,先达股份,6.33,5.75,10.09,22515945.0,136762547.0
603087,甘李药业,70.38,71.38,-1.4,5504955.0,389732559.0
603088,宁波精达,10.24,10.29,-0.49,17002719.0,175173333.0
603089,正裕工业,10.01,10.33,-3.1,11129408.0,111655716.0
603090,宏盛股份,38.3,38.71,-1.06,2295473.0,89475746.0
603091,众鑫股份,50.29,50.0,0.58,538520.0,27098460.0
603092,德力佳,42.3,42.0,0.71,1080334.0,45591561.0
603093,南华期货,13.22,13.52,-2.22,45725773.0,612780156.0
603095,越剑智能,16.98,16.31,4.11,21779027.0,366277236.0
603096,新经典,14.98,14.72,1.77,1398500.0,20849653.0
603097,江苏华辰,18.91,19.21,-1.56,1502480.0,28618091.0
603098,森特股份,10.53,10.18,3.44,5641959.0,58769357.0
603099,长白山,39.76,39.26,1.27,5618601.0,222878546.0
603100,川仪股份,19.05,17.81,6.96,16616320.0,314049824.0
603101,汇嘉时代,7.67,7.44,3.09,11893383.0,90510431.0
603102,百合股份,40.48,40.86,-0.93,2920200.0,119444352.0
603103,横店影视,15.06,14.95,0.74,3169165.0,47852738.0
603105,芯能科技,7.62,7.88,-3.3,22728760.0,173590245.0
603106,恒银科技,7.93,8.19,-3.17,32808980.0,263706815.0
603107,上海汽配,11.95,11.93,0.17,1058700.0,12635127.0
603108,润达医疗,9.82,9.73,0.92,15268995.0,151143191.0
603109,神驰机电,17.58,17.63,-0.28,970800.0,17118054.0
603110,东方材料,24.03,24.31,-1.15,10116800.0,244151082.0
603111,康尼机电,6.28,6.09,3.12,11758030.0,73275709.0
603112,华翔股份,16.29,15.89,2.52,15830756.0,257856629.0
603113,金能科技,5.52,5.33,3.56,40026037.0,217505699.0
603115,海星股份,75.29,77.77,-3.19,4846130.0,372288241.0
603116,红蜻蜓,6.45,6.42,0.47,5577200.0,36007404.0
603117,万林物流,4.03,3.93,2.54,8281940.0,33242000.0
603118,共进股份,17.73,18.22,-2.69,117590492.0,2120362552.0
603119,浙江荣泰,51.02,51.98,-1.85,8127655.0,419039076.0
603120,肯特催化,45.86,46.11,-0.54,1440600.0,66501081.0
603121,华培动力,13.84,13.92,-0.57,15824406.0,221657356.0
603122,合富中国,12.38,12.31,0.57,15557098.0,192276519.0
603123,翠微股份,9.7,9.91,-2.12,28573800.0,279340979.0
603124,江南新材,124.0,131.95,-6.03,4667100.0,593214293.0
603125,常青科技,23.23,23.12,0.48,3748823.0,87231382.0
603126,中材节能,6.38,6.22,2.57,11361700.0,71710702.0
603127,昭衍新药,47.54,48.14,-1.25,36935239.0,1800214985.0
603128,华贸物流,5.62,5.61,0.18,10603330.0,59449837.0
603129,春风动力,297.99,304.13,-2.02,1391536.0,415928135.0
603130,云中马,39.75,40.05,-0.75,735900.0,29382849.0
603131,上海沪工,14.68,14.54,0.96,5903133.0,86566046.0
603132,金徽股份,20.15,19.75,2.03,13212218.0,263933103.0
603135,中重科技,9.14,9.1,0.44,17703550.0,164710566.0
603136,天目湖,9.27,9.18,0.98,3937185.0,36421768.0
603137,恒尚节能,22.75,24.44,-6.91,24234308.0,560222167.0
603138,海量数据,12.75,12.71,0.31,5083205.0,65679520.0
603139,康惠股份,34.63,35.43,-2.26,1338500.0,46949898.0
603150,万朗磁塑,53.49,50.82,5.25,2240800.0,119011019.0
603151,邦基科技,16.01,15.95,0.38,3112600.0,49785302.0
603153,上海建科,13.27,13.25,0.15,990400.0,13121212.0
603155,新亚强,14.13,13.83,2.17,9292270.0,131315699.0
603156,养元饮品,42.11,42.53,-0.99,13570834.0,572802829.0
603158,腾龙股份,10.77,11.0,-2.09,21397005.0,234492480.0
603159,上海亚虹,24.54,22.67,8.25,7854360.0,186788951.0
603160,汇顶科技,48.89,49.68,-1.59,3342730.0,164779400.0
603161,科华控股,15.71,15.66,0.32,4265792.0,67042117.0
603162,海通发展,12.68,11.96,6.02,50149028.0,631679009.0
603163,圣晖集成,81.16,80.28,1.1,2932296.0,241405800.0
603165,荣晟环保,14.53,14.23,2.11,7388070.0,107141341.0
603166,福达股份,10.82,10.96,-1.28,6394489.0,69513593.0
603167,渤海轮渡,8.14,8.12,0.25,4849000.0,39538220.0
603168,莎普爱思,6.03,5.98,0.84,13445878.0,81536715.0
603169,兰石重装,6.6,6.54,0.92,13099836.0,86696157.0
603170,宝立食品,12.33,12.34,-0.08,1639000.0,20227401.0
603171,税友股份,44.34,40.31,10.0,14328298.0,617506777.0
603172,万丰股份,19.5,18.4,5.98,8056979.0,152308616.0
603173,福斯达,31.42,31.6,-0.57,1289200.0,41070790.0
603175,超颖电子,92.85,90.7,2.37,2053807.0,191213532.0
603176,汇通集团,5.42,5.26,3.04,7501100.0,40365675.0
603177,德创环保,11.02,10.89,1.19,6930500.0,76993714.0
603178,圣龙股份,16.23,16.48,-1.52,6345262.0,103646447.0
603179,新泉股份,39.46,39.81,-0.88,16535275.0,653796274.0
603180,金牌家居,15.5,15.35,0.98,956975.0,14853784.0
603181,皇马科技,13.12,12.98,1.08,4467700.0,58712917.0
603182,嘉华股份,13.72,13.38,2.54,2200300.0,29944271.0
603183,建研院,4.78,4.69,1.92,12021570.0,57593037.0
603185,弘元绿能,16.2,16.15,0.31,9376401.0,151250751.0
603186,华正新材,183.6,183.39,0.11,26078232.0,4947547953.0
603187,海容冷链,11.19,11.15,0.36,4056549.0,45322934.0
603188,亚邦股份,5.07,4.87,4.11,23444000.0,117851274.0
603189,*ST网达,9.37,9.24,1.41,2451000.0,23047849.0
603190,亚通精工,16.11,16.64,-3.19,3648147.0,59483323.0
603191,望变电气,15.04,14.41,4.37,22838293.0,336028894.0
603192,汇得科技,20.36,20.05,1.55,1366200.0,27660663.0
603193,润本股份,20.55,20.54,0.05,1585700.0,32538822.0
603194,中力股份,34.05,34.34,-0.84,564500.0,19285687.0
603195,公牛集团,39.13,39.97,-2.1,6180603.0,241289092.0
603196,璞源材料,19.73,20.13,-1.99,1994400.0,39454313.0
603197,保隆科技,29.96,30.43,-1.54,4154220.0,125591227.0
603198,迎驾贡酒,40.51,39.38,2.87,6436161.0,257693154.0
603199,九华旅游,34.4,34.09,0.91,1817900.0,62436851.0
603200,上海洗霸,43.64,44.7,-2.37,16595333.0,726655670.0
603201,常润股份,14.88,14.84,0.27,2236296.0,33184306.0
603202,天有为,52.62,52.25,0.71,802957.0,42220412.0
603203,快克智能,44.0,43.87,0.3,12966450.0,586736473.0
603205,健尔康,22.41,23.04,-2.73,1279844.0,28897509.0
603206,嘉环科技,13.85,13.89,-0.29,2545400.0,35474868.0
603207,小方制药,23.25,23.55,-1.27,2182201.0,50988307.0
603208,江山欧派,11.46,11.31,1.33,1403429.0,16063507.0
603209,兴通股份,14.29,14.18,0.78,4964900.0,70980109.0
603210,泰鸿万立,13.74,13.61,0.96,4040194.0,55529482.0
603211,晋拓股份,21.58,21.95,-1.69,5194400.0,113204157.0
603212,赛伍技术,11.8,11.72,0.68,8348872.0,99264664.0
603213,镇洋发展,14.0,13.96,0.29,1687340.0,23593654.0
603214,爱婴室,13.87,13.64,1.69,2265600.0,31319130.0
603215,比依股份,14.6,14.3,2.1,1420300.0,20662572.0
603216,梦天家居,20.59,20.59,0.0,2379200.0,49152551.0
603217,元利科技,29.93,29.33,2.05,6070859.0,181567590.0
603218,日月股份,9.57,9.79,-2.25,9150168.0,87343687.0
603219,富佳股份,13.9,14.0,-0.71,2410700.0,33830149.0
603220,中贝通信,18.53,18.91,-2.01,19302945.0,362008884.0
603221,爱丽家居,29.1,28.65,1.57,18278391.0,527755240.0
603222,济民健康,8.2,8.24,-0.49,8462740.0,69543648.0
603223,恒通股份,10.43,10.32,1.07,5439388.0,56827076.0
603225,新凤鸣,20.79,20.42,1.81,23146883.0,477103208.0
603226,菲林格尔,37.08,35.45,4.6,7468535.0,271742206.0
603227,雪峰科技,7.83,7.64,2.49,8807495.0,68446171.0
603228,景旺电子,93.9,96.74,-2.94,32640048.0,3145695756.0
603229,奥翔药业,8.03,8.05,-0.25,4320170.0,34772380.0
603230,内蒙新华,9.09,9.04,0.55,1710200.0,15528369.0
603231,索宝蛋白,16.5,16.35,0.92,4523500.0,74086429.0
603232,格尔软件,15.43,15.29,0.92,16082880.0,253276179.0
603233,大参林,18.15,17.72,2.43,8745957.0,157270132.0
603235,天新药业,23.25,23.14,0.48,291100.0,6771083.0
603236,移远通信,56.04,56.62,-1.02,7191213.0,407480414.0
603237,五芳斋,15.57,15.88,-1.95,12042207.0,192211114.0
603238,诺邦股份,12.34,12.05,2.41,2467145.0,30144002.0
603239,浙江仙通,14.23,14.09,0.99,2096900.0,29910035.0
603248,锡华科技,18.18,18.0,1.0,2365023.0,43078745.0
603255,鼎际得,32.8,31.92,2.76,2198700.0,71393001.0
603256,宏和科技,139.17,140.76,-1.13,13858559.0,1954543249.0
603257,中国瑞林,67.0,66.88,0.18,2162198.0,143683764.0
603258,电魂网络,12.75,12.9,-1.16,1796300.0,23008578.0
603259,药明康德,157.4,159.94,-1.59,29193729.0,4626900106.0
603260,合盛硅业,35.07,34.73,0.98,8516666.0,298411565.0
603261,立航科技,57.0,58.73,-2.95,6242800.0,371137269.0
603262,技源集团,18.83,18.69,0.75,7452479.0,142701133.0
603266,天龙股份,15.94,16.0,-0.38,1662441.0,26680832.0
603267,鸿远电子,48.34,48.77,-0.88,5920200.0,290076073.0
603268,松发股份,187.3,187.0,0.16,4074722.0,759800640.0
603269,海鸥股份,22.18,20.16,10.02,15526810.0,341607946.0
603270,金帝股份,27.5,28.05,-1.96,3829200.0,107499467.0
603271,永杰新材,42.24,42.95,-1.65,2728662.0,115964336.0
603272,*ST联翔,15.02,13.92,7.9,7875500.0,118062957.0
603273,天元智能,14.74,14.61,0.89,1940642.0,28499620.0
603275,众辰科技,36.66,36.83,-0.46,698300.0,25685882.0
603276,恒兴新材,15.41,15.45,-0.26,2303149.0,35544146.0
603277,银都股份,11.91,11.97,-0.5,3608843.0,42870459.0
603278,大业股份,9.13,9.11,0.22,6018100.0,55023342.0
603279,景津装备,11.53,11.4,1.14,14741870.0,169572214.0
603280,南方路机,26.68,26.11,2.18,2747799.0,72500544.0
603281,江瀚新材,19.5,19.5,0.0,3532970.0,69422973.0
603282,亚光股份,16.47,15.96,3.2,3185900.0,52089680.0
603283,赛腾股份,47.45,48.48,-2.12,17157353.0,829955637.0
603284,林平发展,42.76,43.05,-0.67,1209224.0,51888311.0
603285,键邦股份,33.3,34.29,-2.89,6925492.0,231149535.0
603286,日盈电子,42.81,44.94,-4.74,3883450.0,170660383.0
603288,海天味业,34.12,34.1,0.06,26301317.0,889598868.0
603289,泰瑞机器,8.96,8.86,1.13,3872800.0,34686133.0
603290,斯达半导,91.07,93.25,-2.34,6940700.0,639568698.0
603291,联合水务,8.93,8.99,-0.67,4528400.0,40819123.0
603293,埃泰克,35.92,35.55,1.04,1472859.0,52942165.0
603296,华勤技术,78.2,78.49,-0.37,21955743.0,1751722592.0
603297,永新光学,105.33,107.28,-1.82,939189.0,100288413.0
603298,杭叉集团,26.26,26.36,-0.38,3518425.0,92324989.0
603299,苏盐井神,9.03,8.84,2.15,6564301.0,58885741.0
603300,海南华铁,4.84,4.81,0.62,26883725.0,129694848.0
603301,振德医疗,84.11,84.09,0.02,1918480.0,161199052.0
603303,得邦照明,24.14,24.44,-1.23,1593600.0,38667002.0
603305,旭升集团,11.32,11.27,0.44,15484058.0,176015248.0
603306,华懋科技,77.06,77.47,-0.53,13154675.0,1035085088.0
603307,扬州金泉,24.93,24.86,0.28,887660.0,22244948.0
603308,应流股份,43.99,45.05,-2.35,13187716.0,585138309.0
603309,维力医疗,11.42,11.39,0.26,2385246.0,27195380.0
603310,巍华新材,14.63,14.51,0.83,1707400.0,24912631.0
603311,金海高科,27.51,27.75,-0.86,1997800.0,55586877.0
603312,西典新能,31.75,31.81,-0.19,738100.0,23675399.0
603313,梦百合,6.13,6.05,1.32,18647774.0,113940537.0
603315,福鞍股份,11.48,11.78,-2.55,4291732.0,49664290.0
603316,诚邦股份,13.87,14.23,-2.53,7030800.0,98742646.0
603317,天味食品,13.58,13.4,1.34,7490110.0,101170417.0
603318,水发燃气,9.78,9.94,-1.61,54482069.0,536479604.0
603319,美湖股份,26.51,29.45,-9.98,36290865.0,978344520.0
603320,迪贝电气,17.15,17.63,-2.72,4755485.0,82132952.0
603321,梅轮电梯,6.52,6.41,1.72,3109368.0,20123350.0
603322,超讯科技,25.24,25.43,-0.75,2695200.0,68476289.0
603323,苏农银行,4.31,4.32,-0.23,31300022.0,134746030.0
603324,盛剑科技,26.59,27.64,-3.8,4068939.0,110481591.0
603325,博隆技术,54.1,55.02,-1.67,318160.0,17351401.0
603326,我乐家居,7.24,7.07,2.4,3780100.0,27232439.0
603327,福蓉科技,9.65,9.54,1.15,28627868.0,276313194.0
603328,依顿电子,10.96,10.98,-0.18,13275223.0,147045173.0
603329,上海雅仕,10.44,10.31,1.26,3715020.0,38613258.0
603330,天洋新材,11.02,10.87,1.38,151596855.0,1727062715.0
603331,百达精工,12.7,12.76,-0.47,4091700.0,52080114.0
603332,苏州龙杰,11.85,11.66,1.63,3700809.0,43596431.0
603333,福华尚纬,10.29,10.22,0.68,24957800.0,254946259.0
603334,丰倍生物,32.6,32.06,1.68,1639355.0,53207256.0
603335,迪生力,6.73,6.56,2.59,13737500.0,92618909.0
603336,宏辉果蔬,9.55,9.58,-0.31,17378153.0,165084775.0
603337,杰克科技,37.79,38.24,-1.18,2551846.0,96599289.0
603338,浙江鼎力,57.35,57.8,-0.78,10206969.0,598856418.0
603339,四方科技,14.66,14.38,1.95,8658568.0,126885487.0
603341,龙旗科技,36.85,38.1,-3.28,10145725.0,378414975.0
603344,星德胜,23.94,23.48,1.96,5360400.0,129621669.0
603345,安井食品,77.52,77.48,0.05,5690957.0,442216542.0
603348,文灿股份,14.29,14.28,0.07,1150000.0,16455306.0
603350,安乃达,28.49,28.29,0.71,267100.0,7610802.0
603351,威尔药业,26.07,26.23,-0.61,861400.0,22438026.0
603352,至信股份,25.82,25.78,0.16,701552.0,18090925.0
603353,和顺石油,32.68,32.2,1.49,3102400.0,101766350.0
