排名,代码,名称,策略,类型,最新价,今日涨幅%,前低支撑,破底最低,破底深度%,收回幅度%,站稳天数,距60日高跌幅%,距年高跌幅%,历史分位%,量比vs5日均,MA5,MA20,止损位,目标位,盈亏比,score,命中策略,命中数,最强分,扫描总数,有效K线数,盈亏比不足,分类,J值,短期趋势线,多空线,趋势强度%,放量倍数,放量距今,近20日回撤%,日均成交额亿
223,600501,航天晨光,破底翻,破底翻,14.36,0.49,13.93,12.82,8.0,3.1,24.0,22.8,64.1,20.3,0.75,14.16,14.49,13.51,18.59,4.98,71.0,破底翻,1,71.0,4919,4583,False,,,,,,,,,
224,603072,天和磁材,破底翻,破底翻,32.05,-0.93,32.13,30.0,6.6,-0.2,23.0,24.5,68.0,4.7,0.84,31.76,32.16,31.1,42.43,10.93,71.0,破底翻,1,71.0,4919,4583,False,,,,,,,,,
225,300109,新开源,破底翻,破底翻,14.21,-6.82,13.71,12.02,12.3,3.6,15.0,24.8,42.0,24.0,0.99,15.31,14.17,13.3,18.9,5.15,71.0,破底翻,1,71.0,4919,4583,False,,,,,,,,,
226,688348,昱能科技,破底翻,破底翻,32.43,1.73,32.62,29.56,9.4,-0.6,7.0,17.8,65.5,4.4,1.23,32.1,32.46,31.33,39.45,6.38,71.0,破底翻,1,71.0,4919,4583,False,,,,,,,,,
227,300940,南极光,破底翻,破底翻,13.85,0.8,13.39,12.02,10.2,3.4,21.0,22.5,59.7,21.6,0.95,13.73,13.9,12.99,17.88,4.69,71.0,破底翻,1,71.0,4919,4583,False,,,,,,,,,
228,300968,格林精密,破底翻,破底翻,10.21,-3.68,9.2,8.33,9.5,11.0,32.0,22.0,64.2,27.6,1.33,10.28,10.58,8.92,13.09,2.23,71.0,破底翻,1,71.0,4919,4583,False,,,,,,,,,
229,605011,杭州热电,破底翻,破底翻,16.76,0.12,16.47,15.46,6.1,1.8,36.0,24.0,48.7,3.1,0.81,16.66,17.25,15.98,22.04,6.77,71.0,破底翻,1,71.0,4919,4583,False,,,,,,,,,
230,688501,青达环保,破底翻,守住前低,13.88,-3.34,12.89,,,7.7,15.0,43.1,57.9,19.4,0.94,13.69,14.18,12.5,24.38,7.61,71.0,破底翻,1,71.0,4919,4583,False,,,,,,,,,
231,001233,海安集团,破底翻,破底翻,45.74,0.37,43.61,40.22,7.8,4.9,28.0,15.3,54.3,21.0,1.1,44.6,45.03,42.3,53.98,2.4,71.0,破底翻,1,71.0,4919,4583,False,,,,,,,,,
232,002544,普天科技,破底翻,破底翻,16.2,-0.25,15.53,14.86,4.3,4.3,25.0,24.7,61.5,6.5,0.76,16.12,16.57,15.06,21.5,4.65,71.0,破底翻,1,71.0,4919,4583,False,,,,,,,,,
233,688339,亿华通,破底翻,破底翻,17.08,-0.81,17.1,15.95,6.7,-0.1,7.0,21.1,64.3,2.4,1.03,17.02,17.4,16.43,21.66,7.05,71.0,破底翻,1,71.0,4919,4583,False,,,,,,,,,
234,003002,壶化股份,破底翻,破底翻,16.7,0.12,15.74,14.49,7.9,6.1,23.0,27.5,51.7,29.4,0.99,16.58,16.64,15.27,23.05,4.44,71.0,破底翻,1,71.0,4919,4583,False,,,,,,,,,
235,300182,捷成股份,破底翻,破底翻,4.92,-0.2,4.58,4.34,5.2,7.4,25.0,27.5,48.0,23.4,1.24,4.88,5.12,4.44,6.79,3.9,71.0,破底翻,1,71.0,4919,4583,False,,,,,,,,,
236,603138,海量数据,破底翻,破底翻,12.75,0.31,12.24,11.43,6.6,4.2,21.0,29.6,48.8,21.3,1.34,12.73,13.14,11.87,18.1,6.08,71.0,破底翻,1,71.0,4919,4583,False,,,,,,,,,
237,300494,盛天网络,破底翻,破底翻,7.91,0.38,8.11,7.59,6.4,-2.5,25.0,21.8,60.2,0.5,1.31,8.07,8.56,7.59,10.12,6.91,71.0,破底翻,1,71.0,4919,4583,False,,,,,,,,,
238,002434,万里扬,破底翻,破底翻,5.76,-0.52,5.5,5.21,5.3,4.7,25.0,22.3,49.1,21.1,0.66,5.78,5.84,5.34,7.41,3.93,71.0,破底翻,1,71.0,4919,4583,False,,,,,,,,,
239,300130,新国都,破底翻,破底翻,19.71,-0.86,19.02,17.93,5.7,3.6,4.0,21.9,50.5,20.6,0.79,19.33,19.21,18.45,25.25,4.4,71.0,破底翻,1,71.0,4919,4583,False,,,,,,,,,
240,001223,欧克科技,破底翻,破底翻,39.41,-3.26,36.97,27.82,24.7,6.6,20.0,28.3,46.4,26.8,1.25,40.06,40.02,35.86,54.99,4.39,71.0,破底翻,1,71.0,4919,4583,False,,,,,,,,,
241,600970,中材国际,破底翻,破底翻,7.7,1.18,7.61,7.05,7.4,1.2,33.0,16.2,43.1,3.5,0.86,7.75,7.81,7.38,9.19,4.66,71.0,破底翻,1,71.0,4919,4583,False,,,,,,,,,
242,688805,健信超导,破底翻,破底翻,41.53,-2.47,39.6,38.33,3.2,4.9,5.0,24.4,42.8,16.4,0.87,40.93,40.52,38.41,54.96,4.3,71.0,破底翻,1,71.0,4919,4583,False,,,,,,,,,
243,000031,大悦城,破底翻,破底翻,2.26,2.26,2.25,2.06,8.4,0.4,4.0,19.9,46.4,7.6,1.18,2.2,2.21,2.18,2.82,7.0,71.0,破底翻,1,71.0,4919,4583,False,,,,,,,,,
244,301667,纳百川,破底翻,破底翻,60.28,-1.34,58.89,54.2,8.0,2.4,22.0,29.9,66.5,7.8,0.79,61.99,67.41,56.32,86.0,6.49,71.0,破底翻,1,71.0,4919,4583,False,,,,,,,,,
245,301590,优优绿能,破底翻,守住前低,71.46,-3.22,66.0,,,8.3,21.0,59.5,70.5,2.0,0.79,71.9,74.67,64.02,176.5,14.12,71.0,破底翻,1,71.0,4919,4583,False,,,,,,,,,
246,301363,美好医疗,破底翻,守住前低,16.37,-1.39,15.05,,,8.8,28.0,41.3,62.2,1.6,0.66,16.46,16.96,14.6,27.88,6.5,71.0,破底翻,1,71.0,4919,4583,False,,,,,,,,,
247,600115,中国东航,破底翻,守住前低,3.56,0.28,3.54,,,0.6,36.0,16.6,45.1,4.0,0.7,3.54,3.59,3.43,4.27,5.46,71.0,破底翻,1,71.0,4919,4583,False,,,,,,,,,
248,001300,三柏硕,破底翻,破底翻,11.5,-0.17,10.89,9.58,12.0,5.6,15.0,32.6,40.1,21.3,0.69,11.64,11.17,10.56,17.05,5.9,71.0,破底翻,1,71.0,4919,4583,False,,,,,,,,,
249,688562,航天软件,破底翻,破底翻,14.18,-0.21,14.15,12.91,8.8,0.2,7.0,17.8,54.1,10.8,1.24,14.11,14.29,13.71,17.25,6.53,71.0,破底翻,1,71.0,4919,4583,False,,,,,,,,,
250,002318,久立特材,破底翻,守住前低,19.86,1.38,19.68,,,0.9,16.0,21.5,45.0,8.4,0.91,19.63,19.86,19.09,25.3,7.06,71.0,破底翻,1,71.0,4919,4583,False,,,,,,,,,
251,603505,金石资源,破底翻,破底翻,16.26,2.33,15.5,14.82,4.4,4.9,27.0,33.3,54.9,6.3,1.36,15.62,16.14,15.04,24.39,6.66,71.0,破底翻,1,71.0,4919,4583,False,,,,,,,,,
252,301172,君逸数码,破底翻,守住前低,17.1,-0.47,16.97,,,0.8,17.0,46.8,59.1,0.5,1.27,16.91,18.11,16.03,32.15,14.07,71.0,破底翻,1,71.0,4919,4583,False,,,,,,,,,
253,002291,遥望科技,破底翻,破底翻,5.2,0.39,5.03,4.6,8.5,3.4,23.0,16.8,51.5,20.2,1.26,5.17,5.42,4.88,6.25,3.28,71.0,破底翻,1,71.0,4919,4583,False,,,,,,,,,
254,301195,北路智控,破底翻,破底翻,26.33,0.27,25.93,23.75,8.4,1.5,21.0,26.9,40.8,7.1,1.36,26.22,26.63,25.15,36.0,8.19,71.0,破底翻,1,71.0,4919,4583,False,,,,,,,,,
255,600611,大众交通,破底翻,破底翻,4.51,-2.17,4.17,3.57,14.4,8.2,22.0,18.0,64.1,24.2,0.64,4.59,4.67,4.04,5.5,2.11,71.0,破底翻,1,71.0,4919,4583,False,,,,,,,,,
256,300533,冰川网络,破底翻,破底翻,14.28,0.07,14.03,12.94,7.8,1.8,23.0,20.4,69.0,9.0,1.26,14.24,14.89,13.61,17.93,5.45,71.0,破底翻,1,71.0,4919,4583,False,,,,,,,,,
257,001319,铭科精技,破底翻,破底翻,19.85,0.97,18.8,16.65,11.4,5.6,21.0,19.8,41.1,28.7,0.58,19.7,19.56,18.24,24.75,3.04,71.0,破底翻,1,71.0,4919,4583,False,,,,,,,,,
258,001382,新亚电缆,破底翻,破底翻,16.47,-1.14,15.39,14.69,4.5,7.0,34.0,21.2,55.5,5.7,0.98,16.66,17.04,14.93,20.9,2.88,71.0,破底翻,1,71.0,4919,4583,False,,,,,,,,,
259,301277,新天地,破底翻,破底翻,10.31,-1.34,9.81,9.44,3.8,5.1,21.0,17.1,58.7,7.3,0.54,10.41,10.65,9.52,12.43,2.68,71.0,破底翻,1,71.0,4919,4583,False,,,,,,,,,
260,600702,舍得酒业,破底翻,破底翻,35.38,0.31,34.8,32.57,6.4,1.7,23.0,17.5,60.0,4.0,1.19,35.27,36.59,33.76,42.86,4.62,71.0,破底翻,1,71.0,4919,4583,False,,,,,,,,,
261,301678,新恒汇,破底翻,守住前低,44.7,-1.52,38.4,,,16.4,28.0,46.1,57.4,6.5,0.95,44.55,45.07,37.25,82.95,5.13,71.0,破底翻,1,71.0,4919,4583,False,,,,,,,,,
262,603248,锡华科技,破底翻,破底翻,18.18,1.0,18.0,16.99,5.6,1.0,25.0,31.4,60.5,7.2,1.11,18.11,18.77,17.46,26.49,11.54,71.0,破底翻,1,71.0,4919,4583,False,,,,,,,,,
263,301618,长联科技,破底翻,破底翻,32.64,-0.46,31.06,30.07,3.2,5.1,21.0,36.0,95.3,2.4,0.81,32.42,33.25,30.13,51.0,7.31,71.0,破底翻,1,71.0,4919,4583,False,,,,,,,,,
264,301563,云汉芯城,破底翻,守住前低,122.71,-1.24,105.7,,,16.1,28.0,47.3,52.0,7.7,1.43,121.24,124.44,102.53,232.99,5.46,71.0,破底翻,1,71.0,4919,4583,False,,,,,,,,,
265,603381,永臻股份,破底翻,破底翻,15.21,-0.91,14.86,13.41,9.8,2.4,21.0,18.7,66.2,5.5,0.7,15.45,15.18,14.41,18.71,4.37,71.0,破底翻,1,71.0,4919,4583,False,,,,,,,,,
266,603360,百傲化学,破底翻,破底翻,13.85,0.22,13.22,11.65,11.9,4.8,4.0,34.0,64.5,23.7,0.82,13.52,13.42,12.82,21.0,6.94,71.0,破底翻,1,71.0,4919,4583,False,,,,,,,,,
267,301509,金凯生科,破底翻,破底翻,29.71,-3.04,28.58,26.19,8.4,4.0,19.0,15.5,58.4,26.3,0.84,29.92,30.84,27.72,35.15,2.73,71.0,破底翻,1,71.0,4919,4583,False,,,,,,,,,
268,603202,天有为,破底翻,守住前低,52.62,0.71,48.11,,,9.4,44.0,23.7,62.4,9.4,0.92,52.29,52.83,46.67,68.96,2.75,71.0,破底翻,1,71.0,4919,4583,False,,,,,,,,,
269,301512,智信精密,破底翻,守住前低,31.24,0.39,26.35,,,18.6,22.0,49.5,49.5,2.9,0.75,31.66,30.85,25.56,61.88,5.39,71.0,破底翻,1,71.0,4919,4583,False,,,,,,,,,
270,301608,博实结,破底翻,破底翻,44.6,-2.64,45.76,41.8,8.7,-2.5,21.0,19.1,62.7,2.6,1.14,45.3,46.66,42.66,55.13,5.43,71.0,破底翻,1,71.0,4919,4583,False,,,,,,,,,
271,688729,屹唐股份,破底翻,破底翻,23.98,-3.03,22.44,21.48,4.3,6.9,19.0,45.9,45.9,26.8,1.04,23.76,25.14,21.77,44.3,9.19,71.0,破底翻,1,71.0,4919,4583,False,,,,,,,,,
272,601566,九牧王,破底翻,破底翻,8.4,0.36,8.12,7.47,8.0,3.4,25.0,28.4,55.0,29.0,1.16,8.37,8.47,7.88,11.74,6.42,71.0,破底翻,1,71.0,4919,4583,False,,,,,,,,,
273,000802,北京文化,破底翻,破底翻,3.97,0.51,3.89,3.45,11.3,2.1,25.0,38.8,52.6,7.3,0.96,3.92,4.56,3.67,6.49,8.4,71.0,破底翻,1,71.0,4919,4583,False,,,,,,,,,
274,301368,丰立智能,破底翻,破底翻,37.89,-1.79,38.66,36.35,6.0,-2.0,21.0,27.5,62.5,6.8,0.94,38.68,41.46,35.93,52.27,7.34,71.0,破底翻,1,71.0,4919,4583,False,,,,,,,,,
275,603206,嘉环科技,破底翻,破底翻,13.85,-0.29,13.34,12.52,6.1,3.8,24.0,28.4,45.0,20.3,1.05,13.79,14.23,12.94,19.34,6.03,71.0,破底翻,1,71.0,4919,4583,False,,,,,,,,,
276,301682,宏明电子,破底翻,守住前低,111.65,0.06,104.91,,,6.4,28.0,46.0,46.0,6.5,0.92,110.09,123.76,101.76,206.86,9.63,71.0,破底翻,1,71.0,4919,4583,False,,,,,,,,,
277,600996,贵广网络,破底翻,守住前低,6.84,0.88,5.91,,,15.7,37.0,31.2,47.1,7.9,1.14,6.69,6.86,5.73,9.94,2.79,71.0,破底翻,1,71.0,4919,4583,False,,,,,,,,,
278,301609,山大电力,破底翻,破底翻,32.23,-2.51,31.63,29.93,5.4,1.9,31.0,35.0,63.6,3.3,1.09,32.96,34.7,30.68,49.56,11.18,71.0,破底翻,1,71.0,4919,4583,False,,,,,,,,,
279,301592,六九一二,破底翻,破底翻,101.05,-1.04,102.0,88.02,13.7,-0.9,18.0,31.6,65.2,3.3,0.89,102.41,104.1,96.41,147.8,10.08,71.0,破底翻,1,71.0,4919,4583,False,,,,,,,,,
280,000537,绿发电力,破底翻,破底翻,7.58,-1.17,7.25,6.92,4.6,4.6,34.0,32.6,44.9,3.4,0.91,7.6,7.91,7.03,11.25,6.67,71.0,破底翻,1,71.0,4919,4583,False,,,,,,,,,
281,600667,太极实业,碗口反弹,,19.53,,,,,,,,39.2,,,,,17.92,32.1,7.81,70.8,碗口反弹,1,70.8,4919,4583,False,靠近多空线,-2.2,20.73,19.58,5.88,2.29,23.0,21.5,65.69
282,001358,兴欣新材,碗口反弹,,25.48,,,,,,,,39.6,,,,,24.23,28.85,2.7,70.6,碗口反弹,1,70.6,4919,4583,False,回落碗中,5.2,25.66,25.39,1.08,2.25,9.0,11.2,1.09
283,002178,延华智能,破底翻,破底翻,4.66,0.65,4.27,4.11,3.7,9.1,25.0,18.2,56.2,26.5,1.08,4.6,4.62,4.14,5.7,2.0,70.0,破底翻,1,70.0,4919,4583,False,,,,,,,,,
284,301565,中仑新材,破底翻,破底翻,20.55,0.69,20.3,17.62,13.2,1.2,5.0,31.2,58.9,20.4,0.86,20.24,20.01,19.69,29.89,10.86,70.0,破底翻,1,70.0,4919,4583,False,,,,,,,,,
285,300292,吴通控股,破底翻,破底翻,4.27,-0.47,4.19,3.86,7.9,1.9,21.0,36.3,41.8,29.4,1.02,4.24,4.27,4.06,6.7,11.57,70.0,破底翻,1,70.0,4919,4583,False,,,,,,,,,
286,600426,华鲁恒升,破底翻,破底翻,21.81,4.76,20.58,19.96,3.0,6.0,3.0,27.1,50.5,25.5,1.68,20.61,20.95,19.96,29.93,4.39,70.0,破底翻,1,70.0,4919,4583,False,,,,,,,,,
287,002068,黑猫股份,破底翻,守住前低,8.05,0.25,7.12,,,13.1,22.0,49.7,49.7,20.2,1.21,7.92,8.0,6.91,15.99,6.96,70.0,破底翻,1,70.0,4919,4583,False,,,,,,,,,
288,688775,影石创新,破底翻,破底翻,119.3,-1.17,122.0,116.63,4.4,-2.2,4.0,30.6,68.4,1.0,1.57,119.71,128.41,112.47,172.0,7.72,70.0,破底翻,1,70.0,4919,4583,False,,,,,,,,,
289,603293,埃泰克,破底翻,守住前低,35.92,1.04,35.37,,,1.6,33.0,18.8,57.8,18.3,1.66,35.42,36.28,34.31,44.23,5.16,70.0,破底翻,1,70.0,4919,4583,False,,,,,,,,,
290,688595,芯海科技,破底翻,守住前低,28.81,0.49,24.82,,,16.1,28.0,36.8,41.8,18.2,2.09,27.87,28.36,24.08,45.6,3.55,70.0,破底翻,1,70.0,4919,4583,False,,,,,,,,,
291,300641,正丹股份,破底翻,守住前低,14.49,2.91,14.09,,,2.8,36.0,27.4,60.5,13.1,1.79,14.04,14.5,13.67,19.97,6.68,70.0,破底翻,1,70.0,4919,4583,False,,,,,,,,,
292,002184,海得控制,破底翻,破底翻,10.08,-0.69,9.85,8.89,9.7,2.3,21.0,16.3,51.3,23.2,0.63,10.06,9.99,9.55,12.04,3.7,70.0,破底翻,1,70.0,4919,4583,False,,,,,,,,,
293,300231,银信科技,破底翻,破底翻,8.38,1.09,8.44,8.0,5.2,-0.7,4.0,18.2,51.9,21.6,1.51,8.25,8.51,8.03,10.25,5.34,70.0,破底翻,1,70.0,4919,4583,False,,,,,,,,,
294,300210,森远股份,破底翻,守住前低,8.42,2.06,8.38,,,0.5,42.0,22.1,51.2,14.5,1.58,8.26,8.66,8.08,10.81,7.03,70.0,破底翻,1,70.0,4919,4583,False,,,,,,,,,
295,688707,振华新材,破底翻,破底翻,10.67,1.81,10.42,9.56,8.3,2.4,25.0,31.5,43.4,20.3,0.92,10.53,10.59,10.11,15.57,8.75,70.0,破底翻,1,70.0,4919,4583,False,,,,,,,,,
296,000034,神州数码,破底翻,守住前低,24.08,1.86,23.42,,,2.8,28.0,21.3,60.2,10.8,1.52,23.45,24.39,22.72,30.58,4.78,70.0,破底翻,1,70.0,4919,4583,False,,,,,,,,,
297,300347,泰格医药,碗口反弹,,49.85,,,,,,,,39.8,,,,,46.6,58.0,2.51,69.9,碗口反弹,1,69.9,4919,4583,False,靠近多空线,5.7,52.56,50.57,3.94,2.94,6.0,14.1,12.21
298,603658,安图生物,碗口反弹,,33.07,,,,,,,,50.2,,,,,32.0,35.49,2.26,69.9,碗口反弹,1,69.9,4919,4583,False,回落碗中,13.0,33.5,32.86,1.96,3.18,10.0,6.8,1.52
299,300795,米奥会展,破底翻,破底翻,13.31,-3.27,8.76,8.03,8.3,51.9,32.0,29.5,69.4,17.4,1.31,12.97,15.1,8.5,18.88,1.16,69.6,破底翻/碗口反弹,2,75.0,4919,4583,True,回落碗中,14.8,14.65,13.23,10.72,2.25,1.0,29.5,6.23
300,001221,悍高集团,破底翻,守住前低,37.52,-1.91,35.91,,,4.5,33.0,18.8,68.7,3.8,0.82,38.14,40.17,34.83,46.21,3.23,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
301,300354,东华测试,破底翻,守住前低,27.64,2.37,26.59,,,3.9,28.0,29.2,51.1,0.8,0.83,26.93,29.28,25.79,39.05,6.17,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
302,300501,海顺新材,破底翻,守住前低,10.03,-0.4,9.11,,,10.1,28.0,34.4,55.3,2.9,0.77,9.94,10.14,8.84,15.3,4.43,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
303,300529,健帆生物,破底翻,守住前低,15.9,0.0,15.1,,,5.3,49.0,16.1,59.5,2.3,0.69,15.85,16.52,14.65,18.96,2.45,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
304,600930,华电新能,破底翻,守住前低,3.95,0.25,4.02,,,-1.7,9.0,36.2,61.2,1.5,0.73,3.96,4.1,3.87,6.19,28.0,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
305,300360,炬华科技,破底翻,守住前低,11.58,0.52,11.38,,,1.8,44.0,15.8,45.6,1.3,0.74,11.63,12.05,11.04,13.75,4.02,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
306,300580,贝斯特,破底翻,破底翻,19.67,-2.48,18.76,17.98,4.2,4.9,25.0,27.9,49.8,17.6,1.05,19.9,20.98,18.2,27.29,5.18,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
307,300699,光威复材,破底翻,守住前低,23.99,0.76,23.41,,,2.5,29.0,21.2,49.2,0.5,0.75,23.69,25.24,22.71,30.45,5.05,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
308,300660,江苏雷利,破底翻,守住前低,24.13,-0.7,24.21,,,-0.3,29.0,31.1,67.7,9.2,0.91,24.05,26.27,23.08,35.0,10.35,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
309,300036,超图软件,破底翻,守住前低,10.51,1.25,10.38,,,1.3,33.0,22.1,53.9,0.5,1.04,10.66,11.33,10.07,13.49,6.77,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
310,301622,英思特,破底翻,守住前低,39.08,-0.36,36.85,,,6.1,28.0,35.4,73.9,1.7,0.66,39.22,41.31,35.74,60.49,6.41,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
311,003001,中岩大地,破底翻,破底翻,15.93,-1.79,13.5,12.87,4.7,18.0,36.0,28.4,71.6,19.5,0.88,15.83,17.87,13.1,22.24,2.23,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
312,002962,五方光电,破底翻,破底翻,12.94,1.25,13.03,11.2,14.0,-0.7,2.0,42.2,42.2,6.6,1.11,12.69,12.91,12.37,22.39,16.58,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
313,300848,美瑞新材,破底翻,守住前低,11.68,1.3,11.41,,,2.4,28.0,25.3,51.8,0.3,0.9,11.96,12.64,11.07,15.64,6.49,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
314,300896,爱美客,破底翻,守住前低,94.09,0.28,88.08,,,6.8,49.0,16.8,73.7,4.7,0.59,93.3,99.43,85.44,113.08,2.2,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
315,002085,万丰奥威,破底翻,守住前低,10.43,0.87,10.09,,,3.4,36.0,25.5,58.6,6.8,1.29,10.33,10.55,9.79,14.0,5.58,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
316,300952,恒辉安防,破底翻,破底翻,16.3,-0.97,16.63,15.06,9.4,-2.0,4.0,32.7,70.9,6.3,1.3,16.28,16.86,15.55,24.21,10.55,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
317,301050,雷电微力,破底翻,守住前低,29.31,-0.17,27.7,,,5.8,28.0,20.8,60.9,1.5,0.51,28.72,30.79,26.87,36.99,3.15,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
318,300893,松原安全,破底翻,守住前低,14.3,-0.63,14.21,,,0.6,25.0,33.9,65.3,0.3,0.75,14.24,15.69,13.72,21.65,12.67,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
319,301560,众捷汽车,破底翻,破底翻,23.08,0.39,23.0,21.05,8.5,0.3,4.0,29.8,60.6,5.8,1.24,22.83,23.29,22.09,32.88,9.9,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
320,301551,无线传媒,破底翻,守住前低,20.14,0.5,19.19,,,5.0,44.0,15.1,94.4,4.5,1.01,19.98,20.84,18.61,23.72,2.34,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
321,300482,万孚生物,破底翻,守住前低,16.47,0.24,16.14,,,2.0,35.0,23.5,47.7,1.3,0.42,16.31,17.2,15.66,21.52,6.23,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
322,301498,乖宝宠物,破底翻,破底翻,38.73,0.23,39.2,37.01,5.6,-1.2,4.0,15.3,69.2,1.9,0.72,38.47,41.0,37.18,45.7,4.5,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
323,301398,星源卓镁,破底翻,守住前低,33.4,4.8,31.5,,,6.0,28.0,25.4,50.7,5.5,1.25,32.08,33.43,30.56,44.79,4.01,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
324,002307,北新路桥,破底翻,守住前低,3.05,1.33,2.83,,,7.8,43.0,26.5,49.6,16.6,1.22,2.98,3.01,2.75,4.15,3.67,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
325,002459,晶澳科技,破底翻,守住前低,7.3,1.67,6.92,,,5.5,33.0,23.6,64.4,2.6,1.23,7.23,7.54,6.71,9.55,3.81,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
326,002531,天顺风能,破底翻,守住前低,6.16,-0.65,5.8,,,6.2,28.0,39.1,54.0,1.6,1.0,6.14,6.46,5.63,10.11,7.45,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
327,301327,华宝新能,破底翻,守住前低,42.95,-3.07,43.13,,,-0.4,33.0,21.7,57.9,0.6,1.19,44.21,44.74,41.55,54.85,8.5,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
328,301236,软通动力,破底翻,破底翻,37.12,-0.72,37.01,34.91,5.7,0.3,21.0,20.7,53.9,13.7,1.46,37.07,38.92,35.38,46.82,5.57,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
329,002615,哈尔斯,破底翻,守住前低,6.63,0.15,6.15,,,7.8,46.0,21.4,41.2,16.8,0.59,6.61,6.62,5.97,8.44,2.74,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
330,002739,儒意电影,破底翻,守住前低,8.38,0.0,8.09,,,3.6,54.0,25.6,49.2,1.5,0.83,8.34,8.98,7.85,11.26,5.43,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
331,002864,盘龙药业,破底翻,守住前低,22.42,-1.54,19.99,,,12.2,24.0,32.1,47.7,3.4,0.79,22.29,22.07,19.39,33.0,3.49,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
332,600416,湘电股份,破底翻,守住前低,8.7,0.93,8.13,,,7.0,33.0,24.8,50.8,2.3,0.86,8.54,8.86,7.89,11.57,3.54,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
333,301600,慧翰股份,破底翻,破底翻,83.96,-2.81,81.28,78.2,3.8,3.3,27.0,17.9,70.5,13.9,1.05,85.02,87.32,78.84,102.21,3.56,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
334,300474,景嘉微,破底翻,守住前低,50.94,-0.16,50.7,,,0.5,54.0,22.2,55.5,1.8,1.09,50.52,52.07,49.18,65.48,8.26,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
335,002843,泰嘉股份,破底翻,破底翻,16.19,-3.05,14.9,14.41,3.3,8.7,21.0,35.0,48.0,17.6,0.87,16.16,16.25,14.45,24.89,5.0,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
336,301658,首航新能,破底翻,守住前低,23.66,-0.04,23.15,,,2.2,36.0,28.0,64.6,3.8,0.65,23.79,24.39,22.46,32.84,7.65,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
337,001391,国货航,破底翻,守住前低,4.11,0.49,4.01,,,2.5,44.0,19.3,67.1,1.5,1.24,4.12,4.2,3.89,5.09,4.45,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
338,301060,兰卫医学,碗口反弹,,11.16,,,,,,,,24.4,,,,,10.02,13.96,2.46,69.0,碗口反弹,1,69.0,4919,4583,False,靠近短期趋势线,-2.6,11.09,10.22,8.49,2.69,11.0,20.1,3.54
339,301687,新广益,破底翻,守住前低,50.38,-1.27,42.0,,,20.0,28.0,48.1,48.1,13.8,1.01,49.72,50.04,40.74,97.0,4.84,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
340,600197,伊力特,破底翻,守住前低,9.72,0.73,9.2,,,5.7,44.0,15.1,58.5,1.0,0.87,9.88,10.3,8.92,11.45,2.16,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
341,001316,润贝航科,破底翻,守住前低,26.86,3.07,25.61,,,4.9,7.0,31.1,57.8,8.2,1.0,26.63,26.57,24.84,38.96,5.99,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
342,001365,天海电子,破底翻,守住前低,34.83,-0.91,33.87,,,2.8,24.0,33.0,58.0,4.1,0.76,34.67,36.56,32.85,51.99,8.67,69.0,破底翻,1,69.0,4919,4583,False,,,,,,,,,
